 , C000, C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C013, C014, C015, C016, C017, C018, C019, C020, C021, C022, C023, C024, C025, C026, C027, C028, C029, C030, C031, C032, C033, C034, C035, C036, C037, C038, C039, C040, C041, C042, C043, C044, C045, C046, C047, C048, C049, C050, C051, C052, C053, C054, C055, C056, C057, C058, C059, C060, C061, C062, C063, C064, C065, C066, C067, C068, C069, C070, C071, C072, C073, C074, C075, C076, C077, C078, C079, C080, C081, C082, C083, C084, C085, C086, C087, C088, C089, C090, C091, C092, C093, C094, C095, C096, C097, C098, C099, C100, C101, C102, C103, C104, C105, C106, C107, C108, C109, C110, C111, C112, C113, C114, C115, C116, C117, C118, C119, C120, C121, C122, C123, C124, C125
Time(s)/Cell Status, rejected, accepted, rejected, accepted, accepted, accepted, rejected, accepted, accepted, accepted, accepted, rejected, rejected, accepted, accepted, accepted, rejected, accepted, accepted, rejected, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, rejected, accepted, rejected, rejected, accepted, accepted, accepted, rejected, accepted, accepted, accepted, accepted, accepted, accepted, accepted, rejected, rejected, rejected, accepted, accepted, accepted, accepted, accepted, rejected, accepted, accepted, rejected, accepted, rejected, accepted, accepted, accepted, accepted, rejected, rejected, accepted, accepted, rejected, rejected, accepted, accepted, rejected, accepted, rejected, accepted, rejected, rejected, accepted, accepted, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, accepted, rejected, rejected, rejected, rejected, accepted, rejected, rejected, accepted, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, rejected, accepted, rejected, rejected
10.5, 42.15329, 45.338, 42.40287, 43.63946, 42.73502, 42.67149, 42.11784, 43.84559, 42.78397, 42.14669, 42.67126, 42.85703, 42.11042, 42.61586, 42.11129, 42.69826, 42.4536, 42.608, 42.717, 41.78386, 42.43021, 42.5561, 42.71275, 42.12541, 41.91042, 43.06416, 42.96768, 42.20428, 41.96193, 42.9842, 42.61292, 42.80623, 42.30444, 42.77486, 42.49117, 42.39849, 43.17014, 42.40499, 42.26298, 42.39553, 42.58638, 42.32581, 43.42788, 42.55399, 42.34978, 42.67624, 42.34836, 42.2613, 42.58341, 42.15906, 42.25241, 43.38784, 42.51112, 42.4465, 42.40485, 42.26881, 42.57275, 42.30029, 42.44504, 42.52762, 42.39796, 43.61211, 42.51235, 42.31139, 42.68605, 42.34052, 42.30775, 42.69059, 42.37076, 42.26155, 42.59982, 42.60609, 42.67735, 42.28838, 42.23271, 42.49269, 42.87762, 42.52289, 42.30426, 42.3352, 42.3587, 42.39077, 42.42905, 42.43644, 42.21182, 42.65888, 42.36239, 42.33141, 42.33476, 42.3418, 42.3878, 42.30354, 42.20441, 42.32454, 42.49647, 42.4285, 42.47445, 42.3391, 42.85541, 42.56522, 42.40408, 42.38958, 42.50352, 42.36037, 42.31483, 42.45268, 41.86842, 42.19669, 42.38205, 42.35064, 42.41533, 42.38438, 42.38942, 42.67213, 42.46757, 42.6969, 42.40554, 42.24891, 42.35433, 42.74806, 42.34914, 42.4569, 42.10001, 42.33568, 42.48399, 42.57066
10.55, 42.2553, 42.86286, 42.59868, 42.78028, 42.71583, 42.36924, 42.21331, 43.5439, 42.91703, 42.3144, 42.9065, 43.23254, 42.25531, 42.52988, 42.08739, 44.22194, 42.38999, 42.40774, 42.9523, 41.73491, 42.26033, 42.57573, 42.45113, 42.112, 41.61173, 42.9092, 42.65177, 42.09905, 42.2662, 44.51496, 42.90026, 44.54961, 42.27547, 42.65945, 42.35176, 42.32219, 42.32366, 42.14299, 42.25566, 42.30963, 42.439, 42.59668, 43.00609, 42.68245, 42.57079, 43.01744, 42.50581, 42.23111, 42.53151, 42.74045, 42.40416, 43.67107, 42.31284, 43.61094, 42.77866, 42.14537, 42.47926, 42.79136, 42.94134, 42.51202, 42.33229, 43.14475, 42.69936, 42.20745, 42.32808, 43.22883, 42.37112, 43.23296, 42.34373, 42.25151, 42.92572, 43.45211, 42.77539, 42.31322, 42.28283, 42.47882, 42.74517, 42.41636, 42.36008, 42.30792, 42.3451, 42.65469, 42.43108, 42.33381, 42.35871, 42.50997, 42.46864, 42.42205, 42.30177, 42.51751, 42.49937, 42.30252, 42.18717, 42.32716, 42.20805, 42.78224, 42.29602, 42.43059, 42.62545, 42.49237, 42.59616, 42.25546, 42.43715, 42.3828, 42.40982, 42.01682, 42.30978, 42.26138, 42.30095, 42.42965, 42.18727, 42.51954, 42.28205, 42.50864, 42.34402, 42.33576, 42.37209, 42.07193, 42.24991, 42.56966, 42.384, 42.46914, 42.25068, 42.52032, 42.29451, 42.31137
10.6, 42.30794, 42.87194, 42.41549, 42.75115, 42.71914, 42.35081, 42.52215, 43.60868, 42.77634, 42.17241, 43.00426, 43.59931, 42.18139, 42.52161, 41.79678, 44.38269, 42.44514, 42.4436, 42.95801, 41.75388, 42.30669, 42.41901, 42.62169, 42.1021, 41.80775, 42.97264, 42.62336, 42.21313, 42.05295, 44.30908, 42.82434, 45.19097, 42.35323, 42.58641, 42.36378, 42.41722, 42.33833, 42.23507, 42.23978, 42.37049, 42.65379, 42.52337, 42.99886, 42.68311, 42.49013, 42.89437, 42.34089, 42.25316, 42.56178, 42.8085, 42.31986, 43.64738, 42.29402, 43.39046, 42.62874, 42.24403, 42.46056, 44.08096, 42.7522, 42.47935, 42.37315, 43.10641, 42.77814, 42.31977, 42.42825, 42.68599, 42.26603, 43.24104, 42.3941, 42.27866, 42.93738, 43.71918, 42.64849, 42.27893, 42.24152, 42.4203, 42.72948, 42.51335, 42.28823, 42.31094, 42.3691, 42.67694, 42.30783, 42.51934, 42.23756, 42.68755, 42.25542, 42.62186, 42.26625, 42.35503, 42.44052, 42.28493, 42.45432, 42.3274, 42.37739, 42.79079, 42.34441, 42.18317, 42.58438, 42.40196, 42.78325, 42.36354, 42.30219, 42.28149, 42.48907, 42.15231, 41.8067, 42.341, 42.40533, 42.26728, 42.337, 42.4434, 42.41079, 42.50786, 42.54862, 42.78534, 42.44917, 42.25079, 42.31993, 42.41546, 42.38001, 42.45107, 42.18835, 42.40189, 42.39472, 42.40852
10.65, 42.30382, 42.73745, 42.55962, 42.67297, 42.68007, 42.34953, 42.38621, 43.52432, 42.98621, 42.28614, 42.98577, 43.49385, 42.39937, 42.54242, 41.85185, 44.10227, 42.38396, 42.5217, 42.98374, 41.64518, 42.25375, 42.55082, 42.41276, 42.19035, 41.74951, 42.88941, 42.64433, 42.14592, 42.33974, 44.33959, 42.80692, 45.79131, 42.29893, 42.52333, 42.29329, 42.39765, 42.30764, 42.18644, 42.27283, 42.31958, 42.4787, 42.54845, 43.02414, 42.7021, 42.63577, 42.96679, 42.32371, 42.31293, 42.50518, 42.48223, 42.35814, 43.47428, 42.28599, 43.32355, 42.53014, 42.2352, 42.52325, 45.41104, 42.78089, 42.47001, 42.37638, 43.06943, 42.80246, 42.16564, 42.32846, 42.93568, 42.33438, 43.02668, 42.39911, 42.3729, 43.0149, 43.60557, 42.67271, 42.25801, 42.34705, 42.55202, 42.87983, 42.44442, 42.37701, 42.27984, 42.30527, 42.67934, 42.36241, 42.41018, 42.28944, 42.56354, 42.53671, 42.46734, 42.27751, 42.48452, 42.5119, 42.41454, 42.3116, 42.40194, 42.42366, 42.689, 42.43646, 42.24646, 42.76384, 42.45995, 42.56661, 42.27144, 42.33513, 42.31095, 42.3733, 42.09162, 42.35989, 42.28874, 42.38124, 42.42617, 42.24612, 42.3933, 42.29098, 42.4972, 42.40755, 42.32967, 42.44789, 42.27367, 42.20343, 42.53232, 42.28867, 42.45262, 42.23395, 42.44846, 42.29863, 42.263
10.7, 42.3024, 42.67366, 42.60136, 42.62708, 42.74203, 42.3554, 42.49823, 43.58901, 42.94086, 42.35102, 43.07468, 43.38579, 42.36429, 42.56913, 41.9016, 43.86293, 42.38437, 42.48246, 43.16533, 41.7705, 42.247, 42.60523, 42.35323, 42.16888, 41.75101, 42.84022, 42.59724, 42.13338, 42.40223, 44.28293, 42.87071, 45.97568, 42.35351, 42.5931, 42.3203, 42.34177, 42.30578, 42.22782, 42.29714, 42.24463, 42.5154, 42.49075, 42.98143, 42.75568, 42.76038, 42.89442, 42.60202, 42.27924, 42.45841, 42.62144, 42.42809, 43.37086, 42.2885, 43.22864, 42.6157, 42.25338, 42.52735, 45.84738, 42.84258, 42.50921, 42.38489, 43.09565, 42.7998, 42.22205, 42.33286, 42.90266, 42.25879, 42.98401, 42.36372, 42.40094, 43.08517, 43.69929, 42.57001, 42.25649, 42.30257, 42.4917, 43.00278, 42.45131, 42.37016, 42.3311, 42.29272, 42.7382, 42.52749, 42.44889, 42.28925, 42.55187, 42.46113, 42.41981, 42.28762, 42.50173, 42.53117, 42.3355, 42.20528, 42.49114, 42.73092, 42.6106, 42.41522, 42.34739, 42.72791, 42.55342, 42.51304, 42.2674, 42.4387, 42.37846, 42.38967, 41.96791, 42.3354, 42.33732, 42.36433, 42.46162, 42.21197, 42.28964, 42.25802, 42.56288, 42.46481, 42.39535, 42.43416, 42.07719, 42.26606, 42.68475, 42.40973, 42.41981, 42.22363, 42.48619, 42.39636, 42.28114
10.75, 42.24697, 42.31485, 42.40845, 42.27681, 43.16929, 42.31999, 42.12776, 43.35633, 43.01674, 42.1572, 42.81173, 43.06483, 42.22958, 42.37601, 42.36652, 42.92954, 42.49129, 42.64809, 42.70663, 41.87653, 42.3928, 42.79957, 43.4615, 42.12055, 42.41102, 42.89306, 42.53159, 42.59312, 42.19589, 42.86874, 42.80642, 42.96751, 42.24735, 42.5979, 43.37309, 42.40424, 42.81825, 42.30935, 42.33954, 42.83667, 42.903, 42.32193, 42.67909, 42.72363, 42.32055, 42.6553, 42.45126, 42.34232, 42.51598, 42.23542, 42.62493, 42.99104, 42.78239, 42.55019, 42.37408, 42.41939, 42.56932, 42.60642, 42.49289, 42.57498, 42.40161, 43.43811, 42.96947, 42.39161, 42.65874, 42.38599, 42.31929, 42.77081, 42.60043, 42.34983, 42.82232, 42.57101, 42.65747, 42.36018, 42.70481, 42.3213, 42.64099, 42.42288, 42.39341, 42.36624, 42.3518, 42.39596, 42.33616, 42.40298, 42.22147, 42.71539, 42.21584, 42.39423, 42.3032, 42.5444, 42.45941, 42.36098, 42.36279, 42.29121, 42.37262, 42.34147, 42.38844, 42.44069, 42.44789, 42.25478, 42.34706, 42.12274, 42.57862, 42.42399, 42.55589, 42.49985, 42.17306, 42.41125, 42.52781, 42.30706, 42.24805, 42.31623, 42.40514, 42.44051, 42.58146, 42.74057, 42.64933, 42.19115, 42.202, 42.35696, 42.47786, 42.48927, 42.3588, 42.43341, 42.36761, 42.27837
10.8, 42.38167, 42.6688, 42.62034, 42.55705, 42.79615, 42.27118, 42.4471, 43.5195, 42.91248, 42.35825, 42.99654, 43.50673, 42.29176, 42.55793, 41.90422, 43.87696, 42.39714, 42.51674, 43.8607, 41.72766, 42.28351, 42.56512, 42.47231, 42.16355, 41.82145, 42.88154, 42.66067, 42.183, 42.31395, 44.12637, 43.67826, 45.86245, 42.38456, 42.52023, 42.2548, 42.41579, 42.36475, 42.22605, 42.2605, 42.35567, 42.45869, 42.43441, 42.94625, 42.96624, 42.9928, 42.897, 42.99355, 42.35297, 42.47513, 42.50126, 42.57564, 43.34294, 42.27795, 43.1515, 42.61136, 42.24363, 42.50601, 45.54041, 42.79173, 42.39915, 42.58393, 43.12708, 42.73994, 42.24291, 42.36148, 42.79991, 42.41653, 42.87614, 42.41979, 42.50145, 43.12349, 43.96766, 42.52174, 42.25151, 42.26466, 42.34867, 42.86811, 42.34956, 42.32832, 42.27449, 42.33915, 42.6201, 42.91022, 42.40968, 42.45894, 42.73822, 42.36394, 42.60316, 42.29934, 42.43867, 42.50745, 42.35219, 42.31136, 42.41032, 42.71586, 42.6724, 42.55863, 42.38679, 42.7599, 42.3606, 42.74705, 42.22561, 42.29909, 42.38663, 42.44742, 42.04166, 42.39885, 42.32888, 42.26057, 42.46437, 42.27671, 42.47948, 42.4018, 42.56015, 42.41413, 42.25824, 42.43978, 42.24619, 42.39545, 42.68365, 42.31911, 42.37779, 42.21196, 42.46855, 42.27883, 42.37593
10.85, 42.3833, 42.59054, 42.57053, 42.53873, 42.69321, 42.28566, 42.32568, 43.49615, 42.90536, 42.32385, 43.06711, 43.46853, 42.39042, 42.55754, 42.01015, 43.69659, 42.36414, 42.60717, 44.68405, 41.72618, 42.26925, 42.60876, 42.40269, 42.17361, 41.75605, 42.86159, 42.67423, 42.17882, 42.36573, 44.14891, 44.39867, 45.78437, 42.38567, 42.41626, 42.31765, 42.32689, 42.34178, 42.23928, 42.22218, 42.30655, 42.39905, 42.526, 42.94465, 43.20333, 43.52237, 42.89738, 42.93584, 42.39516, 42.45352, 42.5481, 42.83963, 43.24719, 42.27072, 43.09566, 42.64718, 42.20353, 42.53487, 45.19013, 42.8371, 42.44096, 42.58188, 42.95327, 42.68779, 42.16838, 42.35104, 42.9024, 42.50649, 42.74564, 42.448, 42.58339, 42.92949, 43.82928, 42.48513, 42.24427, 42.28781, 42.41235, 42.77838, 42.42175, 42.33284, 42.28912, 42.38742, 42.58322, 42.55647, 42.49967, 42.41542, 42.58714, 42.49856, 42.64954, 42.29438, 42.442, 42.64863, 42.31052, 42.36674, 42.23914, 42.7009, 42.59669, 42.42921, 42.31642, 42.6918, 42.4605, 42.43869, 42.28522, 42.36005, 42.52953, 42.44444, 42.18162, 42.28023, 42.35419, 42.29556, 42.47842, 42.12791, 42.46066, 42.3772, 42.59958, 42.40772, 42.29123, 42.4893, 42.19353, 42.48479, 42.57942, 42.45781, 42.44211, 42.25982, 42.49686, 42.26398, 42.27943
10.9, 42.41781, 42.48822, 42.56918, 42.51117, 42.62577, 42.28487, 42.35811, 43.53592, 42.9102, 42.36559, 43.04648, 43.3784, 42.28829, 42.60148, 41.93248, 43.61741, 42.41581, 42.52147, 45.44048, 41.7766, 42.2443, 42.53577, 42.39458, 42.05313, 41.75706, 42.88232, 42.61643, 42.18311, 42.32641, 44.04417, 44.90141, 45.59812, 42.31725, 42.41059, 42.32825, 42.40612, 42.261, 42.2401, 42.15685, 42.30791, 42.43719, 42.55737, 42.93362, 43.35574, 43.66742, 42.84753, 42.6981, 42.31128, 42.51478, 42.52962, 42.58106, 43.16433, 42.30743, 43.08451, 42.61665, 42.24603, 42.44024, 44.9071, 42.76952, 42.56671, 42.49306, 43.01432, 42.67138, 42.18671, 42.35223, 42.8542, 42.36244, 42.99819, 42.42649, 42.47476, 43.09286, 43.63623, 42.46339, 42.21759, 42.25698, 42.63131, 42.79478, 42.47427, 42.3473, 42.29649, 42.34453, 42.6931, 42.67949, 42.52963, 42.32661, 42.57877, 42.3764, 42.52309, 42.25176, 42.41149, 42.55849, 42.28033, 42.44047, 42.355, 42.58022, 42.5851, 42.47376, 42.30061, 42.64901, 42.46013, 42.59441, 42.25254, 42.45286, 42.3106, 42.41448, 42.02473, 42.29998, 42.26237, 42.22973, 42.3841, 42.22643, 42.40509, 42.31282, 42.51761, 42.43675, 42.43158, 42.33428, 42.19256, 42.52884, 42.60063, 42.30693, 42.43303, 42.21268, 42.46523, 42.33042, 42.23194
10.95, 42.44292, 42.47655, 42.59795, 42.47121, 42.65718, 42.30605, 42.3376, 43.59547, 42.85665, 42.30611, 43.01611, 43.29359, 42.17847, 42.55772, 42.1646, 43.52322, 42.49478, 42.47443, 46.29142, 41.76073, 42.27785, 42.49307, 42.45864, 42.63035, 41.73051, 42.87971, 42.54699, 42.17673, 42.34195, 43.91279, 45.12678, 45.42586, 42.34375, 42.3692, 42.38108, 42.34065, 42.30502, 42.18757, 42.1354, 42.31533, 42.5176, 42.5386, 42.87575, 43.52546, 43.84923, 42.79597, 42.57362, 42.24808, 42.44956, 42.46725, 42.46571, 43.06427, 42.32225, 43.29232, 42.62551, 42.20601, 42.564, 44.51427, 42.80024, 42.60127, 42.56197, 42.9559, 42.61832, 42.26485, 42.34505, 42.81728, 42.42197, 43.41739, 42.40915, 42.23713, 43.19464, 43.79768, 42.39635, 42.3278, 42.33455, 42.48109, 42.78331, 42.53536, 42.38327, 42.25158, 42.38566, 42.62362, 42.53795, 42.45296, 42.33992, 42.92208, 42.48386, 42.55977, 42.21035, 42.40669, 42.53045, 42.46187, 42.22159, 42.64232, 42.46593, 42.57544, 42.39553, 42.3165, 42.65108, 42.49926, 42.56269, 42.29496, 42.36506, 42.43538, 42.53564, 41.97149, 42.37897, 42.3994, 42.38377, 42.40665, 42.33768, 42.41936, 42.43384, 42.4709, 42.48654, 42.49107, 42.51453, 42.18027, 42.4096, 42.61031, 42.43111, 42.40794, 42.29512, 42.4475, 42.38574, 42.29325
11, 42.43547, 42.48972, 42.4129, 42.52132, 42.65327, 42.32712, 42.45094, 43.51643, 42.79924, 42.22739, 43.04192, 43.23228, 42.16039, 42.58928, 42.14838, 43.57248, 42.5077, 42.42977, 46.24284, 41.75727, 42.3291, 42.51828, 42.51627, 43.09711, 41.8739, 42.87653, 42.53979, 42.26712, 42.2581, 44.11217, 44.90259, 45.18648, 42.2869, 42.40582, 42.44499, 42.42087, 42.25856, 42.30764, 42.19768, 42.37387, 42.58992, 42.48776, 42.82822, 43.45803, 43.58057, 42.78136, 42.39819, 42.31532, 42.44658, 42.33745, 42.42782, 43.10505, 42.30629, 43.20491, 42.61666, 42.20029, 42.4427, 44.31398, 42.69904, 42.60229, 42.57642, 43.13972, 42.67336, 42.34618, 42.4416, 42.68021, 42.35447, 43.86978, 42.45206, 42.68418, 43.22068, 43.89751, 42.33844, 42.28491, 42.2452, 42.53692, 42.77459, 42.45169, 42.78428, 42.46834, 42.37294, 42.66295, 42.68913, 42.5661, 42.2728, 42.85422, 42.38894, 42.73418, 42.24265, 42.37415, 42.48035, 42.29535, 42.32748, 42.45294, 42.68473, 42.65001, 42.52285, 42.30375, 42.6392, 42.42707, 42.75018, 42.30603, 42.4076, 42.36314, 42.4126, 41.98754, 41.98384, 42.32193, 42.47383, 42.36514, 42.39228, 42.39429, 42.42442, 42.55696, 42.44835, 42.77496, 42.4594, 42.28302, 42.2911, 42.53744, 42.50961, 42.49251, 42.25365, 42.42287, 42.41754, 42.42195
11.05, 42.4142, 42.31099, 42.61568, 42.53548, 42.64016, 42.30862, 42.22049, 43.49888, 42.94923, 42.37133, 42.99537, 43.11124, 42.29848, 42.54441, 42.33601, 43.4322, 42.41138, 42.51201, 45.69142, 41.69274, 42.28925, 42.61328, 42.32517, 43.34324, 41.68271, 42.82236, 42.49811, 42.21308, 42.35448, 45.18459, 44.57536, 44.90778, 42.36794, 42.46384, 42.3155, 42.37253, 42.21813, 42.19458, 42.18, 42.31185, 42.51638, 42.42366, 42.82757, 43.47421, 44.28123, 42.92119, 42.62955, 42.39202, 42.343, 42.2599, 42.54786, 43.46909, 42.2549, 43.1847, 42.61829, 42.16698, 42.58964, 44.04906, 42.78375, 42.46782, 42.44493, 43.42728, 42.65071, 42.61945, 42.42096, 42.78524, 42.34987, 43.82944, 42.35828, 42.93568, 43.0452, 43.93749, 42.31963, 42.22046, 42.28418, 42.50397, 43.00576, 42.40762, 42.28669, 42.86306, 42.31142, 42.64795, 42.5272, 42.47005, 42.44264, 42.8076, 42.43411, 42.45881, 42.29239, 42.45189, 42.52493, 42.17473, 42.37165, 42.32523, 42.59188, 42.67786, 42.52227, 42.41005, 42.66327, 42.498, 42.57268, 42.23549, 42.42212, 42.51192, 42.41107, 42.15704, 42.42928, 42.27651, 42.32335, 42.33784, 42.503, 42.38326, 42.3904, 42.57195, 42.41261, 42.24536, 42.51264, 42.18979, 42.52283, 42.66185, 42.56679, 42.38535, 42.31622, 42.53288, 42.30658, 42.18296
11.1, 42.38293, 42.16931, 42.64203, 42.58385, 42.69324, 42.35221, 42.21631, 43.45855, 43.3251, 42.36561, 42.9894, 42.97226, 42.24743, 42.57708, 42.33099, 43.35335, 42.44044, 42.4966, 45.0639, 41.68076, 42.19593, 42.67757, 42.37005, 43.12813, 41.63278, 42.7058, 42.4789, 42.10011, 42.33464, 45.64621, 44.31972, 44.62666, 42.29317, 42.44675, 42.3161, 42.37596, 42.22808, 42.15017, 42.22289, 42.34523, 42.55301, 42.30791, 42.80693, 43.48402, 44.65693, 43.12309, 42.72028, 42.36109, 42.3011, 42.14759, 42.50601, 44.6094, 42.15999, 43.10038, 42.67703, 42.10041, 42.83887, 43.73993, 42.70764, 42.46458, 42.40354, 43.22002, 42.55808, 42.93365, 42.46083, 42.6477, 42.53781, 43.53094, 42.34471, 42.65742, 42.87647, 43.86138, 42.29627, 42.2135, 42.2493, 42.50778, 43.17926, 42.46426, 42.26399, 42.96695, 42.36012, 42.65838, 42.36031, 42.54715, 42.55302, 42.84889, 42.55598, 42.49492, 42.25253, 42.43708, 42.53164, 42.36177, 42.26554, 42.36082, 42.57304, 42.93898, 42.48965, 42.30827, 42.64769, 42.40419, 42.29873, 42.23349, 42.41006, 42.54066, 42.28579, 42.23417, 42.36908, 42.45646, 42.30972, 42.4066, 42.38271, 42.3251, 42.45857, 42.54477, 42.40509, 42.18993, 42.44526, 42.24347, 42.65909, 42.68275, 42.51958, 42.48692, 42.2838, 42.49995, 42.35389, 42.32747
11.15, 42.35801, 42.13894, 42.63405, 42.5589, 42.702, 42.35432, 42.10837, 43.42483, 43.18236, 42.35163, 42.94114, 42.95659, 42.25039, 42.56427, 42.34264, 43.27276, 42.43685, 42.47704, 44.84471, 41.66792, 42.14973, 42.61024, 42.29413, 42.95325, 41.73026, 42.72516, 42.50898, 42.09959, 42.59835, 45.28927, 44.18843, 44.49214, 42.35938, 42.49871, 42.34705, 42.41832, 42.22459, 42.1767, 42.25611, 42.31575, 42.4957, 42.34478, 42.76342, 43.34502, 44.42622, 43.10405, 42.59754, 42.26088, 42.93767, 42.16743, 42.49243, 44.28998, 42.15231, 43.1175, 42.62219, 42.67772, 42.65163, 43.58043, 42.65838, 42.45555, 42.38857, 43.22401, 42.58245, 42.93986, 42.50191, 42.66433, 42.43795, 43.44355, 42.34921, 42.71188, 42.82578, 43.7951, 42.33067, 42.26575, 42.29694, 42.5096, 43.07019, 42.4828, 42.23815, 42.858, 42.32937, 42.70205, 42.47343, 42.52696, 42.53153, 42.79134, 42.53531, 42.34047, 42.30354, 42.46244, 42.4818, 42.3944, 42.23123, 42.41286, 42.65122, 42.90955, 42.44846, 42.25587, 42.6472, 42.4516, 42.34297, 42.26202, 42.39441, 42.56506, 42.25561, 42.18164, 42.44815, 42.37772, 42.29404, 42.37621, 42.26986, 42.39948, 42.51953, 42.50028, 42.40752, 42.24202, 42.40768, 42.30628, 42.58326, 42.61289, 42.41877, 42.43331, 42.26241, 42.53755, 42.38387, 42.30804
11.2, 42.3858, 42.12579, 42.65501, 42.55931, 43.58819, 42.33947, 42.15048, 43.40598, 43.10651, 42.3214, 42.89548, 42.92081, 42.24066, 42.49767, 42.33749, 43.20741, 42.45722, 42.46052, 44.64536, 41.70015, 42.2488, 42.69353, 42.27884, 42.85114, 41.64591, 42.67274, 42.48339, 42.07964, 42.48759, 45.03068, 43.95361, 44.27406, 42.40606, 42.5079, 42.29443, 42.36861, 42.21381, 42.15456, 42.12494, 42.35682, 42.5407, 42.29145, 43.06619, 43.23372, 44.30608, 43.07873, 42.54117, 42.50108, 42.6797, 42.11799, 42.34232, 44.05228, 42.14878, 43.02888, 42.65014, 42.42701, 42.72591, 43.4701, 42.73743, 42.38356, 42.38552, 43.1332, 42.5545, 43.03205, 42.77132, 42.77681, 42.40333, 43.29895, 42.32264, 42.59577, 42.7196, 43.73857, 42.31184, 42.25259, 42.26411, 42.46526, 42.97424, 42.46579, 42.24695, 42.71677, 42.34357, 42.63248, 42.41753, 42.4896, 42.56791, 42.8145, 42.4936, 42.40888, 42.24734, 42.50658, 42.42368, 42.32838, 42.23872, 42.3322, 42.6111, 42.86314, 42.53709, 42.27444, 42.66234, 42.41244, 42.45435, 42.21832, 42.4376, 42.53258, 42.24258, 42.13058, 42.46949, 42.35499, 42.40475, 42.36648, 42.20247, 42.24565, 42.46654, 42.55994, 42.42029, 42.14775, 42.37951, 42.30419, 42.60133, 42.58234, 42.52044, 42.52796, 42.24329, 42.46869, 42.37523, 42.20304
11.25, 42.29891, 42.09811, 42.64219, 42.5396, 43.24188, 42.33424, 42.091, 43.34264, 43.12757, 42.42934, 42.92992, 42.87248, 42.27055, 42.47196, 42.31094, 43.18508, 42.38292, 42.46179, 44.4123, 41.6108, 42.2016, 42.63062, 42.29417, 42.77877, 41.65958, 42.68701, 42.50059, 42.13594, 42.50427, 44.80066, 43.80422, 44.11862, 42.34856, 42.41443, 42.26783, 42.36081, 42.18954, 42.13207, 42.14793, 42.33315, 42.53422, 42.26751, 42.94474, 43.27595, 44.17833, 43.11079, 42.58051, 42.70363, 42.49824, 42.15988, 42.32726, 43.84865, 42.20576, 42.9267, 42.59693, 42.29934, 42.53612, 43.34679, 42.70175, 42.36119, 42.37637, 43.10822, 42.55656, 43.0991, 42.64008, 42.69947, 42.48999, 43.16428, 42.26427, 42.50531, 42.76899, 43.63769, 42.26138, 42.31255, 42.2881, 42.45638, 42.92503, 42.52767, 42.29128, 42.67353, 42.30613, 42.67538, 42.34179, 42.44564, 42.45737, 42.71132, 42.52676, 42.35955, 42.21399, 42.45175, 42.45851, 42.37106, 42.24288, 42.35121, 42.60385, 42.85692, 42.53491, 42.24477, 42.62841, 42.55943, 42.29782, 42.16911, 42.38805, 42.55361, 42.27077, 42.19611, 42.46656, 42.42937, 42.32957, 42.29897, 42.25533, 42.28576, 42.4991, 42.47182, 42.35889, 42.15978, 42.41551, 42.25649, 42.43172, 42.59471, 42.3325, 42.50108, 42.27851, 42.49631, 42.34737, 42.21607
11.3, 42.11962, 42.32854, 42.50141, 42.39847, 43.12504, 42.39281, 42.1071, 43.36896, 43.27008, 42.13787, 42.85701, 42.98453, 42.12568, 42.35662, 42.38857, 42.98322, 42.52459, 42.64394, 42.80582, 41.73147, 42.36522, 42.83544, 43.41705, 42.16352, 42.33736, 42.95602, 42.5744, 42.99946, 42.75418, 42.85058, 42.76931, 42.97131, 42.22663, 42.72663, 43.2171, 42.42116, 42.7094, 42.24498, 42.31414, 42.65506, 42.96297, 42.34844, 42.70087, 42.77189, 42.40967, 42.75985, 42.46725, 42.22905, 42.49765, 42.18729, 42.51127, 44.61502, 43.43368, 42.4749, 42.40683, 42.41108, 42.6701, 42.56534, 42.62044, 42.58445, 42.3972, 43.43364, 42.80052, 42.37581, 43.04176, 42.50006, 42.33237, 42.66582, 42.55089, 42.40833, 42.92368, 42.64406, 43.3866, 42.25468, 42.54158, 42.25895, 42.62322, 42.45733, 42.42181, 42.3693, 42.39093, 42.39874, 42.25648, 42.52117, 42.24373, 42.80632, 42.29734, 42.46168, 42.19684, 42.23516, 42.33797, 42.31427, 42.43319, 42.31677, 42.54086, 42.47071, 42.44397, 42.3677, 42.49935, 42.33292, 42.21563, 42.33099, 42.57115, 42.44798, 42.83173, 42.45224, 42.21345, 42.2927, 42.50117, 42.28928, 42.26941, 42.40162, 42.30806, 42.41769, 42.57234, 42.77832, 42.61631, 42.23764, 42.29544, 42.42773, 42.54175, 42.46015, 42.31802, 42.42413, 42.4926, 42.32656
